path_to_image,label,predicted_vector,predicted_label
./data/processed/1726417351_70_15_15_42/train/B6/z5113269336681_2e92908a3a4b758541023f7e709c6b07.jpg,2,"[[-5.332799434661865, -2.8804469108581543, 7.097795009613037], [-2.9078216552734375, -2.70123553276062, 4.422374248504639], [-3.815600633621216, -4.41473388671875, 6.772480010986328], [-5.917993545532227, -3.612098455429077, 7.741191864013672], [-7.284739971160889, -0.9575432538986206, 5.8764214515686035], [-3.1854031085968018, -5.545794486999512, 7.697442531585693], [-5.566439151763916, -1.3531293869018555, 5.7038350105285645], [-4.066337585449219, -2.2164902687072754, 5.036856651306152], [-8.507750511169434, -5.2721123695373535, 10.345124244689941], [-2.9443280696868896, -4.397793769836426, 6.493217468261719], [-7.812079429626465, -4.073423862457275, 8.643255233764648], [-5.481019973754883, -2.8851983547210693, 6.24265193939209], [-6.439161777496338, -2.08156418800354, 6.170402526855469]]",2
./data/processed/1726417351_70_15_15_42/train/B6/z5113263517264_57acada1c995713e9e8543b40dc095f1.jpg,2,"[[-2.6696455478668213, -2.4840481281280518, 4.613066673278809], [-2.2812979221343994, -0.33304211497306824, 1.524432897567749], [-7.664814472198486, 0.11549759656190872, 5.3686370849609375], [-4.816121578216553, 1.6633975505828857, 1.8054357767105103], [-1.0680502653121948, -0.9373109340667725, 0.722108006477356], [-8.134202003479004, 3.2469003200531006, 2.0987536907196045], [-6.150763034820557, -1.2998828887939453, 5.3485612869262695], [2.343873977661133, -6.22531795501709, 2.8889153003692627], [-6.037868499755859, 3.846975326538086, -0.09205935150384903], [-4.514989852905273, 1.309733510017395, 1.94511079788208], [-1.2277976274490356, -1.6296058893203735, 1.5984376668930054], [-0.38288414478302, -1.3543946743011475, 0.8798046112060547], [-9.109421730041504, 0.09914184361696243, 6.269258975982666]]",2
./data/processed/1726417351_70_15_15_42/train/B6/z2540163118161_d0e8d497d133db37fd061715aa18491e.jpg,2,"[[-3.163839817047119, -2.7688088417053223, 5.643572807312012], [-2.260545015335083, -2.6120498180389404, 4.026115894317627], [-5.836780548095703, -0.5057838559150696, 4.327209949493408], [-4.820766448974609, -1.440873622894287, 5.182539939880371], [-3.5129449367523193, -0.4788610339164734, 3.0145106315612793], [-7.8746795654296875, 1.8700021505355835, 2.8455960750579834], [-4.290590763092041, -1.5987468957901, 5.322244644165039], [-4.264284610748291, -0.04269685968756676, 3.805635929107666], [-5.854326248168945, -0.12143207341432571, 4.234163761138916], [-1.8701359033584595, -3.7325546741485596, 5.008445739746094], [-5.494941711425781, -1.3455594778060913, 5.626068592071533], [-7.62322998046875, 2.620468854904175, 3.3374156951904297], [-3.9061145782470703, -3.4929585456848145, 5.437132835388184]]",2
./data/processed/1726417351_70_15_15_42/train/B6/z5113208541571_b4e09518599e48ddffc7127fd452c484.jpg,2,"[[-5.370879173278809, -1.799697995185852, 4.641890048980713], [-7.625175476074219, 1.537914514541626, 2.960751533508301], [-7.284303188323975, -0.17691491544246674, 4.742640018463135], [-7.105619430541992, -0.25459885597229004, 4.631490230560303], [-8.281707763671875, -2.4540979862213135, 7.303098678588867], [-6.65091609954834, -0.8403398990631104, 5.786330699920654], [-7.9264936447143555, -2.8173511028289795, 8.70691204071045], [-7.709208011627197, -3.6641972064971924, 8.417816162109375], [-9.81252384185791, -4.031585216522217, 11.01663875579834], [-7.328014373779297, 1.7670451402664185, 2.8812923431396484], [-8.268304824829102, 1.6765927076339722, 4.136909484863281], [-8.625484466552734, -2.2984251976013184, 7.199349403381348], [-7.0612101554870605, -2.989712715148926, 7.358516216278076]]",2
./data/processed/1726417351_70_15_15_42/train/B6/z5113265608235_97a2bbf32513bc247003eaa3beecc61d.jpg,2,"[[-4.1807050704956055, -3.0519447326660156, 6.680283546447754], [-6.763884544372559, -3.0257527828216553, 7.827127456665039], [-5.014577865600586, -1.29305100440979, 5.1181182861328125], [-7.378232002258301, -3.7624757289886475, 9.585637092590332], [-5.742184162139893, -1.5575388669967651, 5.979658126831055], [-5.083695411682129, -3.443773031234741, 7.732522010803223], [-4.035555362701416, -3.0548110008239746, 6.9022932052612305], [-5.637588024139404, -5.214298248291016, 9.113564491271973], [-5.00544548034668, -2.750584602355957, 6.393829345703125], [-10.400956153869629, -1.2659627199172974, 8.209518432617188], [-9.356508255004883, -3.660857677459717, 9.83914566040039], [-5.72485876083374, -4.302555084228516, 8.248923301696777], [-7.048484802246094, -5.003100872039795, 10.28288459777832]]",2
./data/processed/1726417351_70_15_15_42/train/B6/z5113668118554_cee1e689d0b9094f752bca80096a4c84.jpg,2,"[[-6.854205131530762, -2.2107057571411133, 8.006915092468262], [-3.3315868377685547, 0.0007800785824656487, 2.036132335662842], [-6.61848258972168, 0.17500630021095276, 4.138294696807861], [-7.509145259857178, -0.40294280648231506, 6.184456825256348], [-6.675774097442627, -1.655594825744629, 5.49997091293335], [-6.53464937210083, -0.9893611073493958, 5.192547798156738], [-5.454813003540039, 0.29592734575271606, 4.493967056274414], [-5.07620906829834, -0.343246191740036, 5.104266166687012], [-4.045892238616943, 0.06583134829998016, 3.39387583732605], [-5.735241413116455, -2.7386906147003174, 5.712962627410889], [-5.461733818054199, -0.7631308436393738, 5.0532965660095215], [-3.472651958465576, -1.544508934020996, 4.774271011352539], [-6.105492115020752, -2.403026819229126, 5.894343376159668]]",2
./data/processed/1726417351_70_15_15_42/train/B6/Image_26469.jpg,2,"[[-5.605920314788818, -0.7145932912826538, 4.745242118835449], [-7.360054969787598, 0.7385417222976685, 4.421712875366211], [-4.484808921813965, 0.750625729560852, 2.8993706703186035], [-6.5599775314331055, 1.867469310760498, 2.526104688644409], [-7.858780384063721, 0.9698810577392578, 4.2837815284729], [-6.530775547027588, 0.3596186339855194, 3.8710479736328125], [-5.255440711975098, 1.2372708320617676, 2.9590508937835693], [-4.594897270202637, 1.0030096769332886, 1.9270319938659668], [-5.825107097625732, -1.2251745462417603, 4.445298194885254], [-10.64065170288086, 4.413384914398193, 2.270723342895508], [-6.394975185394287, 0.5748265981674194, 3.886340856552124], [-11.336700439453125, 4.91962194442749, 2.0482819080352783], [-7.387658596038818, 2.897650718688965, 1.7951486110687256]]",2
./data/processed/1726417351_70_15_15_42/train/B6/z4914053067902_afa8008506d7595346edc7d2334ec32e.jpg,2,"[[-5.475589275360107, -1.8154648542404175, 6.211641311645508], [-4.34981632232666, -3.1980135440826416, 4.8849992752075195], [-9.32080078125, 0.5149251818656921, 5.227366924285889], [-9.665888786315918, 2.85701322555542, 3.28869891166687], [-4.3429789543151855, -0.16598272323608398, 2.5482089519500732], [-2.835209608078003, -1.6729438304901123, 3.0091686248779297], [-6.683834552764893, 0.6557571291923523, 3.982750415802002], [-6.109405040740967, 0.49326983094215393, 3.9947290420532227], [-6.910264015197754, 1.2610331773757935, 2.6451222896575928], [-3.775188684463501, -1.5446562767028809, 3.580076217651367], [-6.170969009399414, 1.3267170190811157, 3.1014299392700195], [-7.193017482757568, 2.3108718395233154, 2.667876958847046], [-2.320355176925659, -0.5577580332756042, 1.9657530784606934]]",2
./data/processed/1726417351_70_15_15_42/train/B6/z5113630675239_cbff3f6f8eee65b8eb7e561fe55344eb.jpg,2,"[[-6.317698955535889, -2.4040024280548096, 6.784292221069336], [-0.5651969909667969, 1.2662297487258911, -0.22043976187705994], [-8.433449745178223, 0.5729746222496033, 4.629941940307617], [-6.735983371734619, 0.536497175693512, 4.118199348449707], [-1.9946545362472534, 0.8137838244438171, 0.777366578578949], [-7.565271377563477, 0.5896708965301514, 4.098587989807129], [-6.775778293609619, 1.573590874671936, 3.1660053730010986], [-7.265989303588867, -0.027957625687122345, 4.753902912139893], [-8.480093955993652, -0.7619099617004395, 5.998739242553711], [-6.218360900878906, 0.060816965997219086, 3.988875150680542], [-9.314583778381348, 1.2359598875045776, 5.158578872680664], [-9.352965354919434, 1.7543864250183105, 4.320417404174805], [-4.533724784851074, -0.6262456774711609, 3.4737963676452637]]",2
./data/processed/1726417351_70_15_15_42/train/B6/z4969377099679_83c9337f83d7ed24fcae05732b2681a8.jpg,2,"[[-3.305978298187256, -5.096391677856445, 6.815268516540527], [-2.8413403034210205, -3.8431427478790283, 4.652742385864258], [-2.3787031173706055, -3.1261401176452637, 4.09171199798584], [-4.846891403198242, -2.13116455078125, 4.041437149047852], [-7.0798773765563965, -3.0075838565826416, 7.322113513946533], [-7.754800319671631, -0.8649070262908936, 5.352747917175293], [-2.7709298133850098, -2.9590957164764404, 4.299124717712402], [-3.7142088413238525, -4.997891902923584, 6.552950382232666], [-4.874090194702148, -5.436592102050781, 8.358675003051758], [-2.805894613265991, -3.9028189182281494, 6.012844562530518], [-6.342050552368164, -3.8816535472869873, 7.632444381713867], [-4.812751293182373, -3.411259174346924, 5.469956874847412], [-5.426231861114502, -2.893803119659424, 6.429486274719238]]",2
./data/processed/1726417351_70_15_15_42/train/B6/z5113268656493_f326e0e50881cf7229edf7371416d3c4.jpg,2,"[[-5.071437835693359, -1.6261171102523804, 6.110863208770752], [-4.972828388214111, -2.812206983566284, 5.367189884185791], [-11.837714195251465, -1.3953626155853271, 9.169682502746582], [-13.56393814086914, -0.4938591420650482, 9.691336631774902], [-12.56999397277832, 1.747369408607483, 6.72249174118042], [-10.81687068939209, -1.8989397287368774, 8.382888793945312], [-7.188288688659668, -1.1867518424987793, 5.820311069488525], [-11.52004623413086, -0.021940968930721283, 7.5467329025268555], [-8.671731948852539, -0.8151272535324097, 6.461005687713623], [-12.063889503479004, -1.4679145812988281, 8.920394897460938], [-11.199240684509277, 0.3888268768787384, 6.413739204406738], [-8.560249328613281, -2.282953977584839, 6.1675920486450195], [-4.047534465789795, -3.9654152393341064, 5.779904365539551]]",2
./data/processed/1726417351_70_15_15_42/train/B6/z4969377053300_8fb4c4766dc4f18533b1dc2ce1da4287.jpg,2,"[[-3.3815927505493164, -1.5630906820297241, 3.599945306777954], [-3.5867984294891357, -2.7310562133789062, 4.292326927185059], [-4.423644065856934, -1.6365400552749634, 3.9944534301757812], [-4.372378349304199, -1.2384730577468872, 3.6617143154144287], [-8.971687316894531, -0.1396171748638153, 4.929454326629639], [-8.186945915222168, -0.005764194764196873, 4.30972957611084], [-3.5468173027038574, -1.3136931657791138, 3.556957244873047], [-3.5604679584503174, -1.4691503047943115, 3.8736178874969482], [-6.10396671295166, -1.597482681274414, 4.7120041847229], [-6.956398963928223, -2.5170392990112305, 6.982744216918945], [-3.8765199184417725, -2.265087604522705, 5.069180011749268], [-5.757178783416748, -5.011595726013184, 8.523725509643555], [-5.203465938568115, -2.024113178253174, 4.560217380523682]]",2
./data/processed/1726417351_70_15_15_42/train/B6/z5113221641280_d6c8f95cf4645df9db78895bbfc26109.jpg,2,"[[-4.7812700271606445, -2.476693630218506, 5.623833656311035], [-7.002016067504883, -4.4577460289001465, 8.773744583129883], [-3.921346426010132, -4.21806526184082, 6.433883190155029], [-3.8107850551605225, -4.607596397399902, 7.146463871002197], [-6.488626480102539, -5.787657260894775, 9.607630729675293], [-6.32979154586792, -4.679564952850342, 8.441865921020508], [-4.2913618087768555, -3.408276081085205, 6.769121170043945], [-3.3282511234283447, -4.7930169105529785, 6.580207347869873], [-8.993131637573242, -5.005091190338135, 10.744734764099121], [-6.524919033050537, -1.2343178987503052, 5.3636555671691895], [-3.5682499408721924, -6.433746814727783, 8.336108207702637], [-4.023286819458008, -4.677392482757568, 7.383138179779053], [-3.1253058910369873, -6.160165786743164, 8.145028114318848]]",2
./data/processed/1726417351_70_15_15_42/train/B6/Image_142232.jpg,2,"[[-4.681847095489502, -3.140521764755249, 7.163646697998047], [-5.69277286529541, -0.8987678289413452, 4.405318260192871], [-7.603208065032959, -2.4032039642333984, 7.486079216003418], [-8.91623592376709, 1.5621355772018433, 3.983717918395996], [-8.076639175415039, 1.8159513473510742, 2.4976255893707275], [-7.17844295501709, -5.4075798988342285, 10.382588386535645], [-7.168481349945068, -4.296158790588379, 9.83498477935791], [-6.428769588470459, -1.7039912939071655, 6.587932586669922], [-7.52278470993042, -1.8187452554702759, 7.480432033538818], [-6.27489709854126, -3.0417284965515137, 7.417158126831055], [-9.872479438781738, 1.1838955879211426, 5.425382614135742], [-7.831061363220215, -1.901505947113037, 6.706683158874512], [-11.074508666992188, -1.3620665073394775, 9.18699836730957]]",2
./data/processed/1726417351_70_15_15_42/train/B6/Image_142225.jpg,2,"[[-3.74957013130188, -5.79615592956543, 9.292494773864746], [-4.965644359588623, 1.6385247707366943, 1.542118787765503], [-7.809971332550049, 1.1694732904434204, 3.970566987991333], [-9.140664100646973, -1.0949350595474243, 6.9114580154418945], [-6.469285488128662, 1.1359506845474243, 3.7573137283325195], [-4.562826156616211, -1.9027743339538574, 3.6632754802703857], [-4.673853874206543, -1.4449375867843628, 4.541093349456787], [-5.158706188201904, 1.5513358116149902, 2.2984120845794678], [-6.776271820068359, 3.17384672164917, 2.0147974491119385], [-8.866565704345703, 0.7395185828208923, 4.630059719085693], [-10.172039985656738, -3.1432766914367676, 9.884864807128906], [-4.631303787231445, -2.2740769386291504, 5.650835990905762], [-7.329576015472412, 0.505991518497467, 4.9882307052612305]]",2
./data/processed/1726417351_70_15_15_42/train/B6/z5113188106952_06639c619dcbb1d09fd92b4b85a244a4.jpg,2,"[[-6.644317150115967, -4.159554958343506, 8.68574333190918], [-1.9045095443725586, 0.1481311172246933, 0.9869488477706909], [-4.772276401519775, -3.765105724334717, 7.258992671966553], [-4.3082427978515625, -2.1520779132843018, 5.076275825500488], [-6.564640045166016, -4.114907264709473, 8.523061752319336], [-7.330929279327393, -1.6378366947174072, 6.5335307121276855], [-6.644678592681885, -3.374133586883545, 7.494232654571533], [-4.822701454162598, -3.3203344345092773, 6.410898685455322], [-6.576186656951904, -3.757692337036133, 7.881256103515625], [-6.429791450500488, -2.921755313873291, 7.064290523529053], [-4.569421291351318, -4.482187747955322, 7.83595085144043], [-5.945341110229492, -4.100322246551514, 8.06885814666748], [-7.483367919921875, -0.15004447102546692, 4.700717926025391]]",2
./data/processed/1726417351_70_15_15_42/train/B6/z5113271558686_caf03263f06546c917a314e02a23d09f.jpg,2,"[[-5.690735340118408, -2.526479959487915, 6.636023044586182], [-4.977198600769043, 0.130097895860672, 3.2646939754486084], [-8.229962348937988, 3.601393461227417, 1.8687951564788818], [-5.771077632904053, 0.598763644695282, 3.0212113857269287], [-7.510750770568848, 2.3333640098571777, 2.518911600112915], [-8.355857849121094, -0.09949035942554474, 5.91324520111084], [-6.099397659301758, -0.5425050854682922, 4.5753397941589355], [-10.83926010131836, 3.009171962738037, 4.028324127197266], [-5.48295783996582, -0.6503874659538269, 3.9265384674072266], [-8.678376197814941, 0.19166354835033417, 5.701571941375732], [-5.153995990753174, -0.8024204969406128, 4.623874664306641], [-7.239537715911865, -2.341322183609009, 7.235551834106445], [-8.673940658569336, 1.562178611755371, 4.68447208404541]]",2
./data/processed/1726417351_70_15_15_42/train/B6/z5113206812189_d9da8b8bb8ae53d15c07c45f7faef7ae.jpg,2,"[[-4.992785930633545, 1.914612054824829, 1.5846155881881714], [-3.8085622787475586, 1.8567191362380981, 0.800218403339386], [-5.142941951751709, 2.381589651107788, 1.0560511350631714], [-4.274602890014648, 2.4923906326293945, 0.2551388144493103], [-3.3576598167419434, 2.362993001937866, 0.047981008887290955], [-4.261115074157715, 2.7176761627197266, 0.2622288167476654], [-4.78446102142334, 3.2274856567382812, 0.19914010167121887], [-4.437553405761719, 2.9906578063964844, 0.1710367649793625], [-6.461989402770996, 3.692504405975342, 0.5402019619941711], [-5.510580539703369, 4.713846206665039, -1.6154245138168335], [-4.312866687774658, 2.582047939300537, 0.0302090123295784], [-3.770237922668457, 2.325432538986206, 0.30558204650878906], [-3.617871046066284, 2.309195041656494, -0.2380605936050415]]",1
./data/processed/1726417351_70_15_15_42/train/B6/z2604860085429_0b901036004831efadd6b97cb311097c.jpg,2,"[[-5.231109619140625, -1.8127189874649048, 5.316411972045898], [-5.84408712387085, -2.126473903656006, 5.826128005981445], [-6.098366737365723, -1.5316580533981323, 6.326680660247803], [-4.118061542510986, -3.2783524990081787, 7.255090713500977], [-6.259308815002441, -3.360079526901245, 7.630436897277832], [-5.632974624633789, -2.676187753677368, 7.39397668838501], [-4.602678298950195, -3.280360460281372, 7.314268112182617], [-4.541706562042236, -2.2593820095062256, 5.549413681030273], [-7.62306547164917, -3.858059883117676, 8.324945449829102], [-6.498918533325195, -3.790238857269287, 8.740824699401855], [-6.922274112701416, -2.8166754245758057, 8.035483360290527], [-5.80706262588501, 0.17696501314640045, 3.101580858230591], [-7.170062065124512, 1.3326267004013062, 3.302457094192505]]",2
./data/processed/1726417351_70_15_15_42/train/B6/z5035970733110_a8fffd23dd9caa46bd098e68de51c400.jpg,2,"[[-3.2742316722869873, -5.02652645111084, 7.954136848449707], [-2.728670835494995, -1.9281381368637085, 4.14601469039917], [-3.632521390914917, -5.658194065093994, 8.571115493774414], [-2.6828367710113525, -4.932382106781006, 7.355120658874512], [-3.2762248516082764, -3.5843756198883057, 6.41621732711792], [-3.2552638053894043, -5.314631938934326, 7.970916748046875], [-1.9174087047576904, -4.551425457000732, 6.527611255645752], [-2.6351983547210693, -4.664797782897949, 6.710420608520508], [-2.870840311050415, -3.7642502784729004, 6.278364181518555], [-5.189708709716797, -4.472471714019775, 8.097075462341309], [-5.1768293380737305, -4.260076999664307, 8.013467788696289], [-3.8524270057678223, -2.8753843307495117, 5.585789680480957], [-5.444721698760986, 1.1557255983352661, 2.1860079765319824]]",2
./data/processed/1726417351_70_15_15_42/train/B6/Image_142140.jpg,2,"[[-3.0886735916137695, -3.245734453201294, 6.197603225708008], [-5.588283061981201, -2.0846779346466064, 5.927464485168457], [-2.7749946117401123, -3.692143678665161, 5.233663082122803], [-7.370369911193848, -0.42518001794815063, 5.055410385131836], [-7.000304698944092, -0.7488349676132202, 5.372426509857178], [-5.493488311767578, -1.610988974571228, 5.667612552642822], [-3.7370262145996094, 0.9469600915908813, 1.428019404411316], [-3.074414014816284, -2.5437698364257812, 4.812550067901611], [-5.958212375640869, -1.7132641077041626, 6.062086582183838], [-4.850912570953369, -4.856410026550293, 7.872975826263428], [-6.391482353210449, -0.9951133131980896, 5.410353660583496], [-3.314218759536743, -2.1631102561950684, 4.106994152069092], [-4.171178817749023, -2.615402936935425, 5.183403015136719]]",2
