Label,Prediction,Probabilities
2,2,[   0.023972    -0.40809    0.046789]
2,2,[   -0.28871    -0.36966     0.70098]
2,2,[   -0.61266    0.031431     0.67699]
2,2,[   -0.72209    -0.05564     0.87116]
2,0,[    0.33404    -0.56278   -0.055596]
2,2,[   -0.51094     0.12182     0.41732]
2,2,[   -0.92868      0.1134      0.6722]
2,1,[   -0.38575     0.49506    -0.25733]
2,1,[   -0.15565     0.22276     -0.1102]
2,2,[   -0.72376   -0.047174     0.37946]
2,2,[    -1.0025    0.095633     0.94649]
2,2,[   -0.77711      0.1731     0.60039]
2,2,[   -0.52184    -0.22122     0.48248]
2,2,[   -0.56915   -0.023195     0.88549]
2,1,[   -0.24225     0.23905   -0.073057]
2,2,[   0.051487    -0.53984     0.54032]
2,1,[   -0.59192    0.053643   -0.010642]
2,2,[   -0.55422     0.15491     0.63285]
2,2,[     -0.188    -0.20036     0.19661]
2,1,[   -0.32499     0.61439     0.21517]
2,2,[   -0.29539   -0.024188     0.21535]
2,2,[   -0.50088     0.32608     0.54268]
2,2,[  -0.080779    -0.15591   -0.070624]
2,1,[   -0.77779      0.6024     0.42277]
2,2,[   -0.28462    -0.14233     0.64847]
2,2,[   0.064235    -0.55106     0.27688]
2,0,[   0.066077    -0.20493    -0.49956]
2,0,[    0.67212    -0.67461    -0.37634]
2,2,[    -0.1063   -0.045198     0.33937]
2,2,[    -0.8463      0.2063     0.97594]
2,1,[   -0.13248    0.092212    -0.16981]
2,2,[  -0.020801     0.12811     0.66634]
2,2,[   -0.68733     0.25425     0.73682]
2,1,[   -0.24536     0.13575    0.094772]
2,2,[   -0.29391    -0.29026     0.14345]
2,2,[   -0.87455    0.065238      0.2063]
2,1,[   -0.73353     0.47679     0.11631]
2,1,[   -0.54076     0.72106     0.59432]
2,2,[   -0.97924      0.5377     0.67806]
2,1,[   -0.61154     0.65049        0.57]
2,2,[   -0.34805    0.027382     0.96528]
2,2,[   -0.45347   -0.079716     0.63848]
2,2,[   -0.84542     0.10813     0.21147]
2,2,[     -0.286    0.024285     0.40234]
2,0,[    0.19566    -0.21124       -0.39]
2,2,[   -0.89102     0.11503     0.17399]
2,1,[   -0.32189     0.35714    -0.17873]
2,2,[   -0.46913   -0.077343     0.81281]
2,2,[    -0.9044   -0.071894     0.72036]
2,2,[   0.011495    -0.11605     0.68251]
2,2,[   -0.44361   -0.039104     0.29353]
2,2,[   -0.46305    0.048468     0.44058]
2,2,[   -0.79799    -0.17443     0.92589]
2,1,[   -0.35209     0.20082    -0.10542]
2,2,[   -0.62626     0.11584     0.24128]
2,1,[   -0.43916     0.31007     0.13093]
2,1,[   -0.15698     0.46738   0.0024568]
2,1,[   -0.37745     0.32964   -0.036834]
2,2,[    -1.0077     0.13618     0.46761]
2,2,[   -0.66385     -0.1598     0.69792]
2,1,[   -0.57685     0.60595     0.33279]
2,2,[   -0.11237    -0.33477     0.78632]
2,2,[   -0.77145     0.20362     0.63744]
2,1,[   -0.82891     0.75273      0.6197]
2,2,[   -0.54152    -0.11378     0.56284]
2,2,[  -0.020745    -0.02692     0.45253]
2,2,[   -0.94411    -0.13534     0.69028]
2,2,[   -0.72437     0.29821      1.2664]
2,2,[   -0.18177    -0.18343     0.03454]
2,2,[   -0.40975    0.045279     0.55422]
2,1,[   -0.23846     0.60863     0.59052]
2,2,[   -0.29418   -0.063802     0.56546]
2,1,[    -0.2295     0.29582    0.017795]
2,2,[   -0.21477     0.01979     0.39207]
2,2,[   -0.66377   -0.069982     0.63994]
2,2,[  -0.028593    -0.25618    0.013317]
2,0,[    0.28594    -0.12982    -0.16553]
2,2,[    -0.4791     -0.2692     0.88471]
2,2,[   -0.73741      0.3808     0.83052]
2,2,[   0.018247   -0.045814     0.16734]
2,1,[   -0.34953     0.23229     0.16616]
2,2,[   -0.31973    -0.24667     0.11569]
2,2,[   -0.51973   -0.077865       0.212]
2,2,[   -0.78661   -0.020042     0.73332]
2,2,[   -0.15093  0.00073363    0.089323]
2,1,[   -0.34258     0.39933     0.11378]
2,2,[    -0.4589     0.22031       0.419]
2,0,[    0.38752    -0.13059    -0.34475]
2,2,[   -0.39678     -0.4147     0.89451]
2,2,[   -0.42939     0.22976      1.0234]
2,0,[   0.066077    -0.20493    -0.49956]
2,2,[   -0.68004     0.22802     0.37266]
2,2,[   -0.98766    -0.15876     0.83963]
2,1,[   -0.36716     0.46521   0.0061436]
2,1,[  0.0091954    0.041658    -0.33444]
2,2,[   -0.30821    -0.14754     0.47518]
2,1,[   -0.38013     0.23575      0.1987]
2,2,[   -0.11122     0.11747     0.20847]
2,2,[   -0.33772     0.43373     0.67248]
2,2,[   -0.62684     0.14631     0.28228]
2,1,[   -0.20096     0.03527   -0.031877]
2,2,[   -0.33993   0.0077613     0.55177]
2,2,[  -0.079386    -0.21591     0.09968]
2,2,[   -0.28966     0.28865     0.36877]
2,2,[   0.080373   -0.099445     0.36428]
2,2,[   -0.41161   -0.014224      0.5075]
2,2,[   -0.58788     0.14968     0.79456]
2,1,[   -0.14188     0.28534    0.086612]
2,2,[   -0.57799     -0.3198     0.47917]
2,2,[    -1.2674     0.48344     0.53274]
2,1,[ 0.00022585     0.35338    -0.01895]
2,1,[   -0.44023     0.33833     0.16114]
2,2,[     -1.042      0.1051     0.79022]
2,1,[   -0.17478     0.27186   -0.010378]
2,2,[   -0.55034     0.17338     0.43772]
2,2,[   -0.19418    0.019617     0.58033]
2,2,[    -0.7082    -0.37536     0.68486]
2,0,[    0.28264   -0.021545    0.056922]
2,2,[   -0.35359     0.29117     0.47945]
2,2,[   -0.70278    0.027413     0.64678]
2,1,[   -0.61617     0.43178     0.28878]
2,2,[    0.08957     0.12405     0.23667]
2,1,[   -0.28041     0.23225    -0.13237]
2,2,[   -0.98132    -0.17641     0.69088]
2,2,[   -0.93553     0.56057     0.66151]
2,2,[   -0.72231    0.072203     0.97735]
2,2,[   -0.91523     0.49452      0.5349]
2,2,[   -0.56361    -0.25803     0.74488]
2,2,[   -0.24401    -0.23184     0.71476]
2,1,[   -0.35614     0.21818     0.17058]
2,2,[   -0.65105     0.15269     0.60148]
2,2,[   -0.43865    -0.36471     0.29889]
2,2,[   -0.62349   -0.024633     0.52894]
2,2,[   -0.58214     0.21189     0.65894]
2,2,[   -0.26621    0.082852     0.43393]
2,2,[   -0.11249    -0.10025     0.20939]
2,2,[     -0.738     0.16677     0.69931]
2,1,[    -0.8993     0.33871     0.13599]
2,1,[   -0.22177    0.049997    0.030939]
2,2,[   -0.57423     0.15598     0.20986]
2,2,[   -0.33772     0.43373     0.67248]
2,2,[   -0.50731     0.36212     0.47431]
2,2,[   -0.64292   -0.075399     0.75946]
2,2,[   -0.72908     0.12573     0.34531]
2,1,[   -0.63724     0.46292     0.41452]
2,2,[   -0.19771    -0.46454     0.40539]
